StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7,Q8,Q9,Q10,Q11,Q12,Q13,mTurkCode
2017-01-11 08:50:23,2017-01-11 08:57:43,IP Address,97.89.231.221,100,439,True,2017-01-11 08:57:44,R_1IK47Rgr9lOXVzT,,,,,35.5153045654,-79.2006988525,anonymous,A little,To some extent,To a large extent,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,"At my company there are many tools to help us learn and improve our performance, and my leader helps contribute to these tools and encourages use of them. My leader also seeks out info to help improve these tools. Everyone is treated equally and expected to use the learning tools as we see fit, but the onus is on us to perform and if we are able to do so without using the tools, fine, but if our performance falters, we will lose our job. This is a produce or perish organization, and any learning is up to the person, but it is necessary to be able to perform well.","My leader understands when we have questions on how to perform tasks, and provides weekly feedback in the form of a one hour meeting where we can ask questions. Time is also spent on training materials and updates to help us to perform better. We are able to submit questions at any time and usually hear back with an answer the same day. We also receive detailed info in the form of monthly reviews that go over specific tasks and how we performed them vs what was expected. Any discrepancies are discussed so that we know how to handle them in the future.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,USA,Female,Female,Search Engine Evaluator Administrator,Search Engine Evaluator,IT,Analyst / Associate,7319377
2017-01-11 08:51:21,2017-01-11 08:57:49,IP Address,208.81.216.8,100,388,True,2017-01-11 08:57:51,R_1HeCMvUPnchXIRs,,,,,39.1905975342,-84.4542999268,anonymous,A little,A little,A little,Somewhat disagree,Somewhat disagree,Disagree,Agree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"My leader leads the best by example.  He doesn't provide great direction in terms of where the organization is going, but my immediate manager gets down in the trenches with us and does the work.  He's very good at showing us what needs to be done and giving us the tools to do things in spite of not always delivering a clear direction.  Because of his efforts and our efforts, the job always does get done in a timely fashion because we are all willing to put in lots of hard work.  He shows he respects us because he works with us, and he treats us all in the same way.","My manager understands my problems and needs very well because he does similar types of work.  He's always there to listen to concerns and provide advice, and on the flip side of the coin will take what we have to say into consideration.  He doesn't do the most mentoring and coaching but is always open to lend a hand.  We're all computer programmers and we work collaboratively on things- so he's always down in the dirt with us trying to accomplish the tasks that our department and group need to get done for our business to be successful.",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,United States of America,Male,Male,Rev Cycle Support Manager,IT Systems Coordinator,Healthcare,Analyst / Associate,4248547
2017-01-11 08:50:20,2017-01-11 08:57:53,IP Address,71.68.97.189,100,452,True,2017-01-11 08:57:54,R_3I4SRfveE8FYBBK,,,,,35.2180023193,-80.7858963013,anonymous,To some extent,To some extent,To a large extent,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,My manager and I have a good relationship.  I have been working with my manager for quite a few years now and I have come to depend on him for his support.  He regularly asks me if I need assistance with anything and is usually available when I have questions regarding any work assignments.  He has an open door policy so I can basically reach him at anytime if I need any coaching or help.  He shows that he respects me by actually listening to my ideas and actually implementing some of them.  He does with all of his workers.,My manager understands my problems and needs because he always checks in with me to find out if I have any needs or concerns.  He also will call me after hours or on weekends and holidays just to check up on me.  He regularly provides training materials to all workers that help us with maintaining our current skill levels and learning about new skills that we can attain to make our jobs easier.  He is always available to us for mentoring and we all have his personal cell phone number to contact him in case we get stuck on any issue.,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,USA,Male,Female,Manager,Admin Clerk,Sales,Analyst / Associate,8310142
2017-01-11 08:50:35,2017-01-11 08:58:08,IP Address,71.71.6.77,100,452,True,2017-01-11 08:58:09,R_1LCorHEu2tg10Ky,,,,,36.1172027588,-80.076499939,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Six days each year we have coaching sessions.  These last for about 2-3 hour sessions.  My leader shows that he respects me by allowing me to just do my job with little to no interference.  He knows I do my job and he knows I do my job well.  So he just lets me do my job without constantly looking over my shoulder.  My relationship with my leader is about the same as my co-workers.  We can joke and carry on.  However, there are a few of my co-workers whom I feel get a little more special treatment from him than I do.","My supervisor trusts me.  If I tell him something is wrong, he believes me and acts on it.  My supervisor listens to my concerns.  Although to be honest, I don't really have a lot of concerns.  He does not really have to provide me with any advice.  I do not receive coaching and mentoring.  This is my 19th year in my career.  Therefore, I feel that he and I both believe that I am not in need of coaching or mentoring.  He truly believes that I am fully capable of doing my job and doing it well.",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,united states,Male,Female,assistant principal,teacher,education,Manager,7738608
2017-01-11 08:50:21,2017-01-11 08:58:32,IP Address,68.114.108.36,100,490,True,2017-01-11 08:58:33,R_3HXM1yALm7WlzV7,,,,,30.271194458,-89.7705001831,anonymous,To a large extent,To a large extent,To a large extent,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"My manager is really good at taking the time to make sure I understand what I need to do and answer any questions I may have about how to do it. When I need time to learn a new program, he will give it to me a couple  of days in advance so I can become familiar with it before it is time to use it at work. He treats everyone at the office the same way. He really does seem to care about making sure we all can do our jobs to the best of our abilities and he helps us get the best results.","If I have a problem my manager listens to my concerns and helps me to come up with workable solutions to them. He has even done research and brought the results to me, if we w could not figure them out on the first day. I wasn't sure how to use a new payroll system we were using, he found a list of videos for me to watch that would help explain the program to me in multiple ways, to make sure I understood and was able to use it to it's fullest potential. Then he gave me extra time to get the hang of it before putting it into full time use in the office.",Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,usa,Male,Female,owner,office manager,hospitatilty,Manager,8270547
2017-01-11 08:49:45,2017-01-11 08:58:36,IP Address,24.112.107.99,100,530,True,2017-01-11 08:58:38,R_22XPeEnA2L3WVpz,,,,,31.1858062744,-82.3538970947,anonymous,To some extent,To a large extent,To some extent,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,"i have a reasonable woking relationship with my boss and or leader. we have taken classes for improvement togethoer and have devloped a really close bond with one another, working on how things could run much much more smoother in the work place. We have a simmilaiar relationship as our coworkers however he does have to be the boss and do what needs to be done at any given time. he dosent command people he just askes nicely and it helps with the overall modd of the whole situation and makes for a much much better work place for us all.",our leader is avery very good listener and he does his homework before trying to come up with the answer or a recomendation on how to solve a current problem within the workplace. he comes up with several diff idead and askes our opinion on what wouls seem to be the most effective way to get the job done. and then we attack it in a systematic fashion. i think he is a great leader and boss because he works with us in the soulotion and respects our ideas and askes up for our imput and ideas along with his,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,usa,Male,Male,manager,sales mgr,furniture,Analyst / Associate,2443614
2017-01-11 08:50:46,2017-01-11 08:58:39,IP Address,184.21.222.48,100,472,True,2017-01-11 08:58:40,R_2YokCKbSfwYXbgM,,,,,38.4347991943,-77.9866027832,anonymous,To a large extent,To a large extent,To a large extent,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,My supervisior is always willing to show me new things and teach me he is there for me when there is good times and bad times. I do not have to worry about my spervisior letting me down I can always count on him. If another person or employee at my work has a problem my supervisior is there to help them as well so He tries to take care of everyone at work and is not limited to helping out just one employee. All in all I feel that my supervisior is one of the best people I could work for.,My supervisior listens to everyone's problems in the company and listens to the company problems very carefully before he makes any kind of decisions. He tries to get everyone's point of view and takes all that information into consideration before he makes a decision. He is always fair in dealing with problems that may come up and after he has made a decision on what or how to change or fix a situation he is always willing to explain to everyone why and how he came up with the decision that he did. You never have to wonder hat will happen next with my manager.,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,US,Male,Male,misd level manager,manager,hospitlity,Manager,1560979
2017-01-11 08:50:12,2017-01-11 08:58:39,IP Address,104.156.228.91,100,507,True,2017-01-11 08:58:40,R_2ZWae7zsgOhcGDE,,,,,37.3386993408,-121.8914031982,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"I don't think there's much to say about this. The only supervisor type people I have simply act as middle men for the data I produce. Of course they all help whenever I might be able to use it, but it's a pretty rare thing for that to happen. They're always courteous to me though. They're quick to answer any questions and always show a lot of appreciation whenever I do something for them. I don't think I have any type of special relationship though. They just treat me well like everyone else, same way I and others treat them well.","Again, I just can't say they really help me much but it's because I don't need it. When there are minor things, like I need to know which person can answer a question I have or where some data is kept or other such things, they always give me their attention and help me as best as they can as fast as they can. They don't really provide coaching and mentoring because they're not really above me in term of skills. That makes me appreciate them a lot more because they don't inflate their worth. They just do what they think is right and treat people respectfully.",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,USA,Male,Male,general manager,media consultant,entertainment,Analyst / Associate,2084018
2017-01-11 08:50:35,2017-01-11 08:58:42,IP Address,97.85.242.130,100,487,True,2017-01-11 08:58:43,R_DjbwlyVwRweIqSl,,,,,39.195602417,-92.1343994141,anonymous,To some extent,To a large extent,To a large extent,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,They offer training whenever I request it or need it. If I ever need a day off I can usually get it unless too many other people have off already. They ask for my input on almost every decision and if I think anything should change or not. If I go out of my way to work on a project they will notice it and bring it up in my review. Some of my co-workers do not get along with my manager as well as I do but I believe it is because they are difficult people to get along with anyways and they complain a lot. I get a assignment and just do it without complaining.,"They always understand my problems and needs, if i need something I can ask for it and if I dont understand something they can call for a meeting for us to discuss the issue and everyone and talk about it as a group and make decisions. They listen t my concerns by changing procedure sometimes and if it is not a good idea then they will let me know also. Yes I get coaching and mentoring, every year we get to make goals for ourselves and can got to a training session if the goals require training, it is a good work environment.",Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,United States,Female,Male,System Administrator,Network Administrator,Computer,Analyst / Associate,3457269
2017-01-11 08:51:25,2017-01-11 08:59:32,IP Address,68.47.0.35,100,486,True,2017-01-11 08:59:33,R_bHLWKOuKs5B7zu9,,,,,44.9795074463,-93.1753997803,anonymous,To a large extent,To a large extent,To a large extent,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Agree,"My leader has been very supportive of my goals and he is very communicative. He often presents me with challenging work that I enjoy and reasonable expectations for completion. He also directs me towards ways to improve myself in a constructive fashion. He is very good at balancing my needs with everyone else in our workplace and he does a good job multitasking and making sure that my priorities and needs are met through a busy schedule. He also is very friendly and always has a smile on his face. He works hard, but also recognizes that having fun is important and he does a very good job making sure the work environment is a good place. ","My leader has directly give me work and projects. As such, he knows my talents and knows my weaknesses. He understands that I will need project support and training and is very quick to offer those advancements. In addition, he is always there if I need him in an emergency to acquire something, whether it be knowledge or money. In addition, he offers constructive criticism and offers good review of my work and potential future directions. Finally, he offers connections to people that can support my project or goals from elsewhere in our institution that I would not have know about. ",Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,USA,Male,Male,Professor,Research Scientist,biological sciences,Analyst / Associate,10507
2017-01-11 08:50:27,2017-01-11 08:59:51,IP Address,75.67.41.84,100,564,True,2017-01-11 08:59:52,R_2qERr8h79p57iND,,,,,42.7304992676,-71.4957962036,anonymous,To a very large extent,To a very large extent,To a very large extent,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,"My leader is a great mentor to me.  He meets with me individually every two weeks to ensure I am prepared for my various tasks and goals.  He listens to my concerns and pushes me in a positive manner to be my best.  He values my strengths and incorporates them into my job responsibilities.  I think that every direct report of my supervisor has a positive relationship with him, as he in genuinely a good, honest and thoughtful man.  I do, however, feel that he and I have a slightly different relationship as I am the same age as his daughter, so our conversations and bond sometimes takes on the father/daughter role. ","Again, my supervisor ensures that he meets with me individually once every two weeks.  During those meetings, we discuss action items, objectives of job responsibilities, goals and any concerns or areas in which I need support.  He is an incredible listener and does a great job of ensuring that I have looked at situations from every possible view.  He offers advice, but also pushes me to find my own answers.  He is a very strong mentor and someone I aspire to be as I move up the ladder in my work place.  He is a great inspiration.  ",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree,USA,Male,Female,Dean of Enrollment & Student Success,Director of Orientation,Higher Education,Director,5379110
2017-01-11 08:53:52,2017-01-11 09:00:05,IP Address,50.157.34.25,100,372,True,2017-01-11 09:00:06,R_3Dcp8jEke4tnO3g,,,,,32.3881988525,-93.806602478,anonymous,To a large extent,To a large extent,To a large extent,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,"I have a pretty good relationship with my manager. He doesn't treat me better or worse than my co-workers. He does like to give praise when one of the team members does really well and excels above expectations. He doesn't make me or anyone else feel bad but he lets that worker know that they are appreciated. I am able to communicate really well with my manager. He is an easy person to talk to. When I have questions, he is good about finding the answer. If he doesn't know right away, he will find the answer eventually to help me out.","My leader supports my needs by doing his job. He provides the means by which I can function properly. If a problem arises with equipment or I have a question he is quick to help me out. Sometimes he is not in office but he can usually be reached by text or other method. I can get an answer from him or he can find someone to help me out. When I need advise whether to function on the job or in my career, he never lets me other my co-workers down. He is always available and ready to help us out.",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,United States,Male,Female,Supervisor,Customer Service Agent,Telecommunications,Entry Level,5425941
2017-01-11 08:50:09,2017-01-11 09:00:21,IP Address,24.127.11.201,100,612,True,2017-01-11 09:00:23,R_2v5DffhxxDWyHPQ,,,,,42.5144042969,-83.0158996582,anonymous,To a large extent,To some extent,To some extent,Agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,"I would say that I have a good relationship with my leader.  I have been with the company for years and never had any real problems with him.  He is the one who has some bad mood swings and wants to take it out on me.  I don't like to be screamed at, cussed at for someone else's mistake.  If I ever make a mistake I will be the first one to own up to it.  People need to be more understanding and calm of their feelings before they take it out on someone else that had nothing to do with it.","I believe he has no clue how I feel after 6 years of work.   I have been dedicated, respectful and done all the things he wants me to do.  I have worked for hours without pay because I liked my job so much,  I feel that he has treated me unfairly with regards to pay, company benefits and more.  He has provided nothing in the terms of coaching,  I remember when I first started I was given no training and had to figure out the current program myself.  I was lucky enough to do so.  I hope that he chills this year.",Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,USA,Male,Female,OWNER,OFFICE MANAGER,LAWN IRRIGATION,Manager,2495535
2017-01-11 08:50:01,2017-01-11 09:00:33,IP Address,108.100.34.16,100,632,True,2017-01-11 09:00:34,R_V2x0NYniUyDhg1H,,,,,37.7510070801,-97.8219985962,anonymous,To a large extent,To a large extent,To a large extent,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"My leader gives me as much coaching and development as is necessary although there is not a lot needed as our jobs are rather basic. She respects me and all of the team members at the  store. She is very considerate and nice to all of us. I don't know of anyone who is not very happy to work for her. All other co-workers respect and like our leader. In being respectful of the workers, she is getting back 300% in her investment as everyone is anxious and willing to do a great job for her and for the store.","As I said, our jobs are basic. Work objectives are just to keep everything running smoothly on a daily basis. We rarely have too many issues with clients and customers and when we do we take care of them then and there. We have a lot of latitude in making decisions when faced with a problem. We want to keep our customers happy and I think we do a good job of that. I have never needed an unexpected day off but if I do I know my leader will be flexible and understanding and my co-workers would willingly fill-in for me, and vice versa.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,USA,Female,Male,Store manager,Retail sales clerk,Retail,Entry Level,4870508
2017-01-11 08:51:23,2017-01-11 09:00:36,IP Address,76.20.193.103,100,553,True,2017-01-11 09:00:37,R_3qhWfbh3JjKmvCh,,,,,34.2281036377,-84.1780014038,anonymous,To some extent,To a large extent,To some extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,"My relationship with my leader is not very strong, but she has a large sense of trust in me, so she doesn't check up on me all of the time. She is there when I need something and always provides feedback, but on a day to day basis she spends more time with other coworkers. I take this as a point of pride because she knows I can handle a task once it is given to me and I don't need a whole bunch of hand holding throughout my daily and weekly work assignments. Sometimes that's frustrating, but most of the time I enjoy the independence.","My leader is always willing to answer any questions I might have about my work, as well as offers helpful critiques of certain assignments so that I might improve next time. Whenever I need to schedule a meeting or have a list of questions, she tries her very best to fit in good quality time, even if there is very little available. She is willing to take time in showing and telling me about her work and how it is completed so that I might use her mistakes and triumphs in my own working life as well as showing me good templates to follow.",Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,USA,Female,Female,Director,Coordinator,Higher Education,Analyst / Associate,5042045
2017-01-11 08:52:34,2017-01-11 09:00:44,IP Address,184.174.168.188,100,490,True,2017-01-11 09:00:46,R_3nPkFdqjiOP8R2C,,,,,35.1289978027,-85.3841018677,anonymous,To some extent,A little,To a large extent,Agree,Agree,Strongly agree,Disagree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,"The relationship between my leader and I is rather great. I receive quite a fair amount of coaching and help along the way without ever being talked down to or condescended. I would say that our relationship compares equally to my fellow co workers relationship with our leader - the leader is a fair and balanced kind of person and not one to really show favoritism. Overall, I really enjoy my relationship with my boss and he seems to really like working with me too. He even once told me that I was a godsend after fixing some critical issue with some websites.","My boss goes above and beyond when it comes to helping with my problems and need. He never bats an eye or pauses when I ask for a favor like leaving early to take my dog to the vet or get a car repair. He always says that he would do whatever it takes to make sure that I'm happy working for him and that I've got everything that I need to complete my job effectively. This in effect, makes me want to go out of my way to do everything that I can in return. I really like my job and everything that goes with it.",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,America,Male,Male,President,Lead Web Developer,Computer,Analyst / Associate,3199056
2017-01-11 08:53:13,2017-01-11 09:00:50,IP Address,12.23.232.193,100,457,True,2017-01-11 09:00:52,R_1DAVuM9zPuE5Yea,,,,,32.3388977051,-99.660697937,anonymous,To some extent,To a large extent,To some extent,Disagree,Somewhat disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,"My leader encourages me to take part in different events and training that will enhance my abilities as a member of our organization. She urges me to get involved in our organization and take initiative when I see a gap that can be filled. 

My leader shows that she respects me by giving me a lot of leeway to perform my job tasks. She does not hover, or micromanage. She trusts me to complete a job satisfactorily and quickly, and does not feel the need to watch over every step. This lets me know she respects me as a person and an employee.

My relationship with my leader is probably a little more professional than that of some of the other coworkers in our organization. I like not to mix too much with coworkers on personal matters, as I think this muddies the water. My leader does like to gossip and talk with other coworkers, but this always concerns me a bit. We have a good working relationship, and we chat and enjoy talking with one another, but we do not get together outside work.","If I need something to complete a task, my leader is always willing to help provide that. She goes above and beyond in that respect. She has gotten me office supplies whenever I needed it, and even gotten me some larger items, like a personal color printer, when she thought it would help me in my job. She also backs me up with difficult coworkers and situations.

When I have a concern, I know I can speak with my supervisor, and she will listen thoroughly and help me think through how to respond. She is willing to put herself in uncomfortable situations to make sure I have a good working environment.

While my supervisor does not really provide me with formal coaching, she does give me tips and hints throughout our working relationship to help me know how to deal with different situations. She clearly wants to me succeed, and eventually move up the ranks in our organization.",Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,United States,Female,Female,Coordinator of Student Success,Student Success Specialist,Higher education,Entry Level,9470955
2017-01-11 08:55:45,2017-01-11 09:00:53,IP Address,173.167.88.241,100,307,True,2017-01-11 09:00:54,R_3GxlZ5r9qihxAwL,,,,,40.1575927734,-75.2757034302,anonymous,A little,A little,To some extent,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,"1) Very little, we only have annual meetings where I am able to receive feedback and constructive criticism. These are 30 minute meetings and I generally just get positive feedback and my concerns aren't really addressed.
2) We don't really interact enough to show respect. I had a medical issue and they asked a while later if I was ok, so that was nice. But my work concerns are rarely addressed.
3) My coworkers have a much better relationship. My leader interacts with them much more on a voluntary basis and have a closer and more personal relationship that I do not have.","1) My leader does not provide support for me to accomplish my work objectives. I will go to their office and express concerns. I am only listened to. I will follow up and am listened to again, but nothing has come of it.
2) My supervisor is a good listener but there are no solutions to the problems I note when we meet. There are sometimes a few suggestions, but nothing that will really help or solve the problems I note.
3) I have no coaching or mentoring from my supervisor unfortunately. This is an area I very much wish was different.",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,usa,Female,Female,VP Strategy,"Manager, Analytics",Advertising,Manager,4392830
2017-01-11 08:49:50,2017-01-11 09:01:01,IP Address,120.188.85.152,100,671,True,2017-01-11 09:01:03,R_pntNmoUdbjFNP6F,,,,,-6.1743927002,106.8294067383,anonymous,To a large extent,To a large extent,To a very large extent,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,"my current relationship with my manager is good,he give me instruction as needed and always giving order with good intention and clear. he does anything for our company good sake,and i hope that i could please him as much his effort to the company.he was always nice to literally everyone thats why he get the manager job because my company is one of the best company around my place. he give respect to all of company workers and never come late,so do i.one time hes so pissed because of bad works by us but he managed to calm down in no time","my supervisor is also a good woman,she give full  attention to co workers and listen to all of our problem,even some of us is new guys she never get tired to teach us how to do the job properly. lets talk about somke examples,one day i need to copy one of my job because i dont really understand how to do things,and she come to me and explain anything to me around 1 hour without judging and she did it nicely.i love her works and everybody pleased, she also handle bad worker nicely and calm and never judge anyone",Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Indonesia,Female,Male,Supervisor,Sales,Apartment Selling,Entry Level,2211244
2017-01-11 08:54:44,2017-01-11 09:01:13,IP Address,144.92.16.200,100,389,True,2017-01-11 09:01:15,R_30cnmJveGAMHKd3,,,,,43.0731048584,-89.4011993408,anonymous,To some extent,To some extent,To some extent,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"I think we have a decent relationship, although it can sometimes be tense when we disagree. I don't get much coaching or professional development assistance from my leader, mostly because she is too busy and over-committed to pay attention. I think I have a better relationship with her than other colleagues in the office, mainly because we spend more time together and she relies on me more for certain tasks than others in the office. My leader generally shows me respect by listening to what I say and not interrupting me in public. She also shows respect by allowing me some leeway in how I manage my own workload and direct reports. ","I think she generally understands my problems and needs, but won't always respond in the time frame I need, again because she is too busy to pay attention. I also sometimes needs to be very firm in expressing my need for something from here to get a response. I don't get a lot of coaching or mentoring from her unless I ask for it, again because she is over-committed. She generally listens to my problems and needs, but can be vague or noncommittal in addressing those, so I often need to do follow up or ask for specific actions to be taken.",Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,USA,Female,Female,director,associate director,higher education,Senior Manager,9570943
2017-01-11 08:49:40,2017-01-11 09:01:43,IP Address,71.54.109.179,100,723,True,2017-01-11 09:01:45,R_3FLnSWlVVAgfenN,,,,,31.0290985107,-97.8535003662,anonymous,Not at all,Not at all,Not at all,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,"I don't know how to say it other than my manager is a dick.    He is arrogant, impatient, constantly belittles other, though luckily not me.  I don't think he really respects anybody, but he does suck up to upper management big time.  He trods on people below him.  He gives no coaching or developments at all...though the company actually promotes and provides resources for this.  Nobody gets along with my manager...except possible some in upper management.  Everyone dislikes him.  My situation is different in that I am in charge of a section of the plant that nobody else can do.",I suspect my manager fully understand my problems and needs.  He just doesn't care.  We actually try to avoid each other.  He takes credit for things that go right and blames others for things he fails to do.  The biggest support he gives me for my section of the plant is to leave me alone and stay out of the way.  He refuses to promote anyone or give them a raise.  Coaching and mentoring?  Hell no.  It's best if he and I don't spend much time together.  He is just a piss poor human being who sucks up to upper management.  They love him.  Partly because our work is highly technical and upper management doesn't know any thing about it.,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,United States,Male,Male,Technical services co-ordinater,Department technical services manager,manufacturing,Manager,3857341
